tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes,budget_LCY,gross_USA_USD,cumm_worldwide_gross_USD,Released_Date,Released_Month,Rotten_Tomatoes,Metascore,Actors,Production
tt1002563,movie,The Young Messiah,The Young Messiah,0,2016,\N,111,"Drama,Fantasy",The Young Messiah,1,5.6,2935,$18500000,6.49,7.33,11 Mar 2016,3,46,33,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Finn Ireland",Focus Features
tt10039344,movie,Countdown,Countdown,0,2019,\N,90,"Horror,Thriller",Countdown,1,5.3,2833,$6500000,22.31,27.73,25 Oct 2019,10,nan,N/A,"Elizabeth Lail, Jordan Calloway, Talitha Eliana Bateman, Peter Facinelli",N/A
tt1014763,movie,Child 44,Child 44,0,2015,\N,137,"Crime,Drama,History",Child 44,1,6.5,61035,$50000000,1.22,12.95,17 Apr 2015,4,27,41,"Xavier Atkins, Mark Lewis Jones, Tom Hardy, Joel Kinnaman",Summit Entertainment
tt1018765,movie,Our Brand Is Crisis,Our Brand Is Crisis,0,2015,\N,107,"Comedy,Drama",Our Brand Is Crisis,1,6.1,19402,$28000000,7.0,8.53,30 Oct 2015,10,36,53,"Sandra Bullock, Billy Bob Thornton, Anthony Mackie, Joaquim de Almeida",Warner Bros. Pictures
tt1020072,movie,Selma,Selma,0,2014,\N,128,"Biography,Drama,History",Selma,1,7.5,79136,$20000000,52.08,66.79,09 Jan 2015,1,99,88,"David Oyelowo, Carmen Ejogo, Jim France, Trinity Simone",Paramount Pictures
tt10208198,movie,"The Gangster, the Cop, the Devil","The Gangster, the Cop, the Devil",0,2019,\N,109,"Action,Crime,Drama","The Gangster, the Cop, the Devil",1,6.9,2523,,0.22,26.1,07 Jun 2019,6,95,65,"Dong-seok Ma, Mu-Yeol Kim, Kim Sungkyu",Well Go USA Entertainment
tt1025100,movie,Gemini Man,Gemini Man,0,2019,\N,117,"Action,Drama,Sci-Fi",Gemini Man,1,5.7,19269,$138000000,48.03,167.53,11 Oct 2019,10,25,38,"Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong",Paramount Pictures
tt1029360,movie,Poltergeist,Poltergeist,0,2015,\N,93,"Horror,Thriller",Poltergeist,1,4.9,52523,$35000000,47.43,95.44,22 May 2015,5,31,47,"Sam Rockwell, Rosemarie DeWitt, Saxon Sharbino, Kyle Catlett",20th Century Fox
tt10303892,movie,The Outsider,The Outsider,0,2019,\N,86,Western,The Outsider,1,5.7,1160,,,,14 Jun 2019,6,53,N/A,"Jon Foo, Trace Adkins, Sean Patrick Flanery, Kaiwi Lyman",Cinedigm
tt1034415,movie,Suspiria,Suspiria,0,2018,\N,152,"Fantasy,Horror,Mystery",Suspiria,1,6.8,46361,$20000000,2.48,7.94,02 Nov 2018,11,65,64,"Chloë Grace Moretz, Tilda Swinton, Doris Hick, Malgorzata Bela",Amazon Studios
tt1051904,movie,Goosebumps,Goosebumps,0,2015,\N,103,"Adventure,Comedy,Family",Goosebumps,1,6.3,75044,$58000000,80.08,158.26,16 Oct 2015,10,78,60,"Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",Sony Pictures
tt10521814,movie,K-12,K-12,0,2019,\N,96,"Fantasy,Horror,Musical",K-12,1,6.6,1656,$5000000,0.3,0.36,05 Sep 2019,9,nan,N/A,"Melanie Martinez, Emma Harvey, Megan Gage, Maggie Budzyna",N/A
tt1072748,movie,Winchester,Winchester,0,2018,\N,99,"Biography,Drama,Fantasy",Winchester,1,5.4,25930,$3500000,25.09,44.02,02 Feb 2018,2,14,28,"Helen Mirren, Sarah Snook, Finn Scicluna-O'Prey, Jason Clarke",CBS Films
tt1082807,movie,The Belko Experiment,The Belko Experiment,0,2016,\N,89,"Horror,Thriller",The Belko Experiment,1,6.1,39749,$5000000,10.17,11.08,17 Mar 2017,3,52,44,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley",BH Tilt
tt1083452,movie,Eddie the Eagle,Eddie the Eagle,0,2015,\N,106,"Biography,Comedy,Drama",Eddie the Eagle,1,7.4,78074,$23000000,15.79,46.15,26 Feb 2016,2,82,54,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson",20th Century Fox
tt1109624,movie,Paddington,Paddington,0,2014,\N,95,"Adventure,Comedy,Family",Paddington,1,7.2,87722,$55000000,76.27,268.05,16 Jan 2015,1,97,77,"Tim Downie, Madeleine Worrall, Lottie Steer, Geoffrey Palmer",The Weinstein Company
tt1121096,movie,Seventh Son,Seventh Son,0,2014,\N,102,"Action,Adventure,Fantasy",Seventh Son,1,5.5,67610,$95000000,17.22,114.18,06 Feb 2015,2,11,30,"Jeff Bridges, Ben Barnes, Julianne Moore, Alicia Vikander",Universal
tt1124037,movie,Free State of Jones,Free State of Jones,0,2016,\N,139,"Action,Biography,Drama",Free State of Jones,1,6.9,46600,$50000000,20.81,25.04,24 Jun 2016,6,46,53,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell",STX Entertainment
tt1126590,movie,Big Eyes,Big Eyes,0,2014,\N,106,"Biography,Crime,Drama",Big Eyes,1,7.0,79546,$10000000,14.48,29.25,25 Dec 2014,12,72,62,"Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter",The Weinstein Company
tt1131724,movie,2:22,2:22,0,2017,\N,98,Thriller,2:22,1,5.8,17158,,0.0,3.95,30 Jun 2017,6,22,N/A,"Michiel Huisman, Teresa Palmer, Sam Reid, John Waters",Magnolia Pictures
tt1131728,movie,Basmati Blues,Basmati Blues,0,2017,\N,106,"Comedy,Musical,Romance",Basmati Blues,1,3.5,1454,,,0.02,09 Feb 2018,2,11,30,"Brie Larson, Utkarsh Ambudkar, Scott Bakula, Saahil Sehgal",Shout! Factory
tt1137450,movie,Death Wish,Death Wish,0,2018,\N,107,"Action,Crime,Drama",Death Wish,1,6.4,54364,$30000000,34.02,49.56,02 Mar 2018,3,18,31,"Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone",MGM
tt1137470,movie,Accidental Love,Accidental Love,0,2015,\N,100,"Comedy,Romance",Accidental Love,1,4.1,7227,$26000000,,0.02,10 Feb 2015,2,9,20,"Jessica Biel, Raymond L. Brown Jr., Jenny Gulley, Beverly D'Angelo",Millennium Entertainment
tt1172049,movie,Demolition,Demolition,0,2015,\N,101,"Comedy,Drama",Demolition,1,7.0,80735,$10000000,1.98,4.37,08 Apr 2016,4,53,49,"Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",Fox Searchlight
tt1178665,movie,A Walk in the Woods,A Walk in the Woods,0,2015,\N,104,"Adventure,Biography,Comedy",A Walk in the Woods,1,6.3,22537,$8000000,29.5,37.46,02 Sep 2015,9,47,51,"Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",Broad Green Pictures
tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0,2016,\N,103,"Drama,Horror,Mystery",10 Cloverfield Lane,1,7.2,268344,$15000000,72.08,110.22,11 Mar 2016,3,90,76,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",Bad Robot Productions
tt1183374,movie,Pet,Pet,0,2016,\N,94,"Horror,Thriller",Pet,1,5.7,14434,,0.01,0.02,02 Dec 2016,12,nan,48,"Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald",N/A
tt1206885,movie,Rambo: Last Blood,Rambo: Last Blood,0,2019,\N,89,"Action,Adventure,Thriller",Rambo: Last Blood,1,6.7,23759,$50000000,44.74,86.96,20 Sep 2019,9,nan,26,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza",N/A
tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy",Doctor Strange,1,7.5,540635,$165000000,232.64,677.72,04 Nov 2016,11,89,72,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",Walt Disney Pictures
tt1212428,movie,The Lost City of Z,The Lost City of Z,0,2016,\N,141,"Biography,Drama,History",The Lost City of Z,1,6.6,69412,$30000000,8.58,19.26,21 Apr 2017,4,86,78,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",Amazon Studios/Bleecker Street Media
tt1213641,movie,First Man,First Man,0,2018,\N,141,"Biography,Drama,History",First Man,1,7.3,138413,$59000000,44.94,105.7,12 Oct 2018,10,87,84,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",Universal Pictures
tt1219827,movie,Ghost in the Shell,Ghost in the Shell,0,2017,\N,107,"Action,Drama,Sci-Fi",Ghost in the Shell,1,6.3,182758,$110000000,40.56,169.8,31 Mar 2017,3,43,52,"Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche",Paramount Pictures
tt1226766,movie,The Great Gilly Hopkins,The Great Gilly Hopkins,0,2015,\N,99,"Comedy,Drama,Family",The Great Gilly Hopkins,1,6.5,4019,$5000000,,0.1,07 Oct 2016,10,65,47,"Sophie Nélisse, Kathy Bates, Glenn Close, Octavia Spencer",Lionsgate Premiere
tt1226837,movie,Beautiful Boy,Beautiful Boy,0,2018,\N,120,"Biography,Drama",Beautiful Boy,1,7.3,36945,$25000000,7.65,16.54,25 Oct 2018,10,69,62,"Steve Carell, Maura Tierney, Jack Dylan Grazer, Oakley Bull",Amazon Studios
tt1230168,movie,Same Kind of Different as Me,Same Kind of Different as Me,0,2017,\N,119,"Biography,Drama",Same Kind of Different as Me,1,6.6,4914,$15000000,6.42,6.42,20 Oct 2017,10,33,47,"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight",Paramount Pictures / Pure Flix
tt1230213,movie,Bound to Vengeance,Bound to Vengeance,0,2015,\N,93,"Horror,Thriller",Bound to Vengeance,1,5.6,5177,,,0.16,08 Oct 2015,10,nan,27,"Tina Ivlev, Richard Tyson, Bianca Malinowski, Kristoffer Kjornes",IFC Films
tt1241317,movie,Death Note,Death Note,0,2017,\N,101,"Adventure,Crime,Drama",Death Note,1,4.5,69168,,,,25 Aug 2017,8,39,43,"Nat Wolff, LaKeith Stanfield, Margaret Qualley, Shea Whigham",Vertigo Entertainment
tt1243974,movie,Aloha,Aloha,0,2015,\N,105,"Comedy,Drama,Romance",Aloha,1,5.4,56844,$37000000,21.07,26.25,29 May 2015,5,20,40,"Bradley Cooper, Emma Stone, Rachel McAdams, Bill Murray",Sony Pictures
tt1255919,movie,Holmes & Watson,Holmes & Watson,0,2018,\N,90,"Comedy,Crime,Mystery",Holmes & Watson,1,3.8,23523,$42000000,30.57,40.47,25 Dec 2018,12,11,24,"Will Ferrell, John C. Reilly, Rebecca Hall, Rob Brydon",Columbia Pictures
tt1259528,movie,Den of Thieves,Den of Thieves,0,2018,\N,140,"Action,Crime,Drama",Den of Thieves,1,7.0,75250,$30000000,44.95,80.51,19 Jan 2018,1,41,49,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent",STX Entertainment
tt1270797,movie,Venom,Venom,0,2018,\N,112,"Action,Sci-Fi,Thriller",Venom,1,6.7,311602,$100000000,213.52,856.09,05 Oct 2018,10,nan,35,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze",Vis
tt1273221,movie,London Fields,London Fields,0,2018,\N,118,"Crime,Mystery,Thriller",London Fields,1,4.3,3880,$8000000,0.25,0.49,26 Oct 2018,10,0,16,"Amber Heard, Cara Delevingne, Theo James, Jason Isaacs",20th Century Fox
tt1274586,movie,Dying of the Light,Dying of the Light,0,2014,\N,94,"Action,Drama,Thriller",Dying of the Light,1,4.4,9063,$5000000,,0.7,05 Dec 2014,12,8,31,"Nicolas Cage, Anton Yelchin, Alexander Karim, Irène Jacob",The Film Arcade
tt1285009,movie,The Strangers: Prey at Night,The Strangers: Prey at Night,0,2018,\N,85,Horror,The Strangers: Prey at Night,1,5.2,23493,$5000000,24.59,31.04,09 Mar 2018,3,39,48,"Christina Hendricks, Martin Henderson, Bailee Madison, Lewis Pullman",Aviron Pictures
tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,\N,116,"Action,Comedy,Fantasy",Ghostbusters,1,5.2,191811,$144000000,128.35,229.15,15 Jul 2016,7,74,60,"Zach Woods, Kristen Wiig, Ed Begley Jr., Charles Dance",Sony Pictures
tt1289403,movie,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,0,2018,\N,124,"Drama,History,Romance",The Guernsey Literary and Potato Peel Pie Society,1,7.4,25429,,,23.15,10 Aug 2018,8,81,65,"Jessica Brown Findlay, Tom Courtenay, Michiel Huisman, Katherine Parkinson",Netflix
tt1290138,movie,Frank & Lola,Frank & Lola,0,2016,\N,88,"Crime,Drama,Romance",Frank & Lola,1,5.9,4932,,0.01,0.01,09 Dec 2016,12,69,56,"Imogen Poots, Michael Shannon, Justin Long, Rosanna Arquette",Parts and Labor
tt1291570,movie,Solace,Solace,0,2015,\N,101,"Crime,Drama,Mystery",Solace,1,6.4,50925,,,22.35,16 Dec 2016,12,25,36,"Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell",Lionsgate Premiere
tt1292566,movie,How to Be Single,How to Be Single,0,2016,\N,110,"Comedy,Drama,Romance",How to Be Single,1,6.1,76002,$38000000,46.84,112.34,12 Feb 2016,2,46,51,"Dakota Johnson, Rebel Wilson, Leslie Mann, Damon Wayans Jr.",Warner Bros. Pictures
tt1293847,movie,xXx: Return of Xander Cage,xXx: Return of Xander Cage,0,2017,\N,107,"Action,Adventure,Thriller",xXx: Return of Xander Cage,1,5.2,80047,$85000000,44.9,346.12,20 Jan 2017,1,45,42,"Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu",Paramount Pictures
tt1298644,movie,The Hustle,The Hustle,0,2019,\N,93,"Comedy,Crime",The Hustle,1,5.4,26518,$21000000,35.42,95.02,10 May 2019,5,14,35,"Timothy Simons, Rebel Wilson, Douggie McMeekin, Ashley McGuire",MGM
tt1302006,movie,The Irishman,The Irishman,0,2019,\N,209,"Biography,Crime,Drama",The Irishman,1,8.7,5842,$159000000,,,27 Nov 2019,11,99,94,"Robert De Niro, Jesse Plemons, Anna Paquin, Al Pacino",Netflix
tt1308728,movie,The Happytime Murders,The Happytime Murders,0,2018,\N,91,"Action,Comedy,Crime",The Happytime Murders,1,5.4,20454,$40000000,20.71,27.51,24 Aug 2018,8,24,27,"Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker",STXfilms
tt1340138,movie,Terminator Genisys,Terminator Genisys,0,2015,\N,126,"Action,Adventure,Sci-Fi",Terminator Genisys,1,6.4,242355,$155000000,89.76,440.6,01 Jul 2015,7,27,38,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney",Paramount Pictures
tt1355631,movie,The Infiltrator,The Infiltrator,0,2016,\N,127,"Biography,Crime,Drama",The Infiltrator,1,7.0,63105,$28000000,15.44,21.01,13 Jul 2016,7,72,66,"Bryan Cranston, Leanne Best, Daniel Mays, Tom Vaughan-Lawlor",Broad Green Pictures
tt1355644,movie,Passengers,Passengers,0,2016,\N,116,"Drama,Romance,Sci-Fi",Passengers,1,7.0,320352,$110000000,100.01,303.14,21 Dec 2016,12,30,41,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne",Columbia Pictures
tt1355683,movie,Black Mass,Black Mass,0,2015,\N,123,"Biography,Crime,Drama",Black Mass,1,6.9,158686,$53000000,62.58,99.78,18 Sep 2015,9,73,68,"Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Dakota Johnson",Warner Bros Pictures
tt1365050,movie,Beasts of No Nation,Beasts of No Nation,0,2015,\N,137,"Drama,War",Beasts of No Nation,1,7.8,66087,$6000000,0.09,0.09,16 Oct 2015,10,92,79,"Abraham Attah, Emmanuel Affadzi, Ricky Adelayitor, Andrew Adote",Netflix
tt1365519,movie,Tomb Raider,Tomb Raider,0,2018,\N,119,"Action,Adventure,Fantasy",Tomb Raider,1,6.3,171647,$94000000,58.25,274.65,16 Mar 2018,3,52,48,"Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu",Warner Bros. Pictures
tt1366338,movie,Lowriders,Lowriders,0,2016,\N,98,"Adventure,Crime,Drama",Lowriders,1,5.7,2010,$5000000,6.3,6.31,12 May 2017,5,57,57,"Gabriel Chavarria, Demián Bichir, Theo Rossi, Tony Revolori",BH Tilt
tt1374989,movie,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,0,2016,\N,108,"Action,Comedy,Fantasy",Pride and Prejudice and Zombies,1,5.8,47602,$28000000,10.94,16.41,05 Feb 2016,2,45,45,"Lily James, Sam Riley, Bella Heathcote, Ellie Bamber",Sony Pictures
tt1386691,movie,Shimmer Lake,Shimmer Lake,0,2017,\N,83,"Crime,Drama,Mystery",Shimmer Lake,1,6.2,9199,,,,09 Jun 2017,6,60,N/A,"Benjamin Walker, Rainn Wilson, Stephanie Sigman, John Michael Higgins",Netflix
tt1386697,movie,Suicide Squad,Suicide Squad,0,2016,\N,123,"Action,Adventure,Fantasy",Suicide Squad,1,6.0,553531,$175000000,325.1,746.85,05 Aug 2016,8,27,40,"Will Smith, Jaime FitzSimons, Ike Barinholtz, Margot Robbie",Warner Bros. Pictures
tt1389072,movie,Downsizing,Downsizing,0,2017,\N,135,"Drama,Sci-Fi",Downsizing,1,5.7,82761,$68000000,24.45,55.0,22 Dec 2017,12,48,63,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig",Paramount Pictures
tt1389139,movie,When the Bough Breaks,When the Bough Breaks,0,2016,\N,107,"Crime,Drama,Horror",When the Bough Breaks,1,5.1,5048,$10000000,29.75,30.66,09 Sep 2016,9,13,28,"Morris Chestnut, Regina Hall, Romany Malco, Michael Kenneth Williams",Sony Pictures
tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0,2015,\N,122,"Action,Adventure,Biography",In the Heart of the Sea,1,6.9,111392,$100000000,25.02,93.92,11 Dec 2015,12,43,47,"Chris Hemsworth, Benjamin Walker, Cillian Murphy, Brendan Gleeson",Warner Bros. Pictures
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,\N,120,"Action,Adventure,Sci-Fi",Mad Max: Fury Road,1,8.1,803949,$150000000,154.06,375.21,15 May 2015,5,97,90,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne",Warner Bros.
tt1396484,movie,It,It,0,2017,\N,135,Horror,It,1,7.3,406934,$35000000,327.48,700.45,08 Sep 2017,9,86,69,"Jaeden Martell, Jeremy Ray Taylor, Sophia Lillis, Finn Wolfhard",Warner Bros. Pictures
tt1398426,movie,Straight Outta Compton,Straight Outta Compton,0,2015,\N,147,"Biography,Drama,History",Straight Outta Compton,1,7.9,168465,$28000000,161.2,201.63,14 Aug 2015,8,88,72,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",Universal Pictures
tt1411956,movie,Sold,Sold,0,2016,\N,94,Drama,Sold,1,6.8,1390,,0.06,0.06,01 Apr 2016,4,56,49,"Gillian Anderson, David Arquette, Priyanka Bose, Neerja Naik",Jaya International
tt1412528,movie,Table 19,Table 19,0,2017,\N,87,"Comedy,Drama,Romance",Table 19,1,5.8,23791,$5000000,3.61,5.04,03 Mar 2017,3,26,40,"Anna Kendrick, Rya Meyers, Charles Green, Lisa Kudrow",Fox Searchlight Pictures
tt1413492,movie,12 Strong,12 Strong,0,2018,\N,130,"Action,Drama,History",12 Strong,1,6.6,54029,$35000000,45.82,67.45,19 Jan 2018,1,51,54,"Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban",Warner Bros. Pictures
tt1431045,movie,Deadpool,Deadpool,0,2016,\N,108,"Action,Adventure,Comedy",Deadpool,1,8.0,844981,$58000000,363.07,782.61,12 Feb 2016,2,84,65,"Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer",20th Century Fox
tt1458169,movie,Kidnap,Kidnap,0,2017,\N,95,"Crime,Drama,Thriller",Kidnap,1,5.9,30273,$21000000,30.97,34.81,04 Aug 2017,8,38,44,"Halle Berry, Sage Correa, Chris McGinn, Lew Temple",Aviron Pictures
tt1468846,movie,Get a Job,Get a Job,0,2016,\N,83,Comedy,Get a Job,1,5.3,19580,,,0.02,18 Jul 2016,7,nan,31,"Miles Teller, Anna Kendrick, Bryan Cranston, Nicholas Braun",N/A
tt1469304,movie,Baywatch,Baywatch,0,2017,\N,116,"Action,Comedy,Crime",Baywatch,1,5.5,145183,$69000000,58.06,177.86,25 May 2017,5,18,37,"Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario",Paramount Pictures
tt1472584,movie,Max Steel,Max Steel,0,2016,\N,92,"Action,Adventure,Family",Max Steel,1,4.6,17265,$10000000,3.82,6.27,14 Oct 2016,10,0,22,"Ben Winchell, Josh Brener, Maria Bello, Andy Garcia",Open Road Films
tt1473832,movie,Bridget Jones's Baby,Bridget Jones's Baby,0,2016,\N,123,"Comedy,Drama,Romance",Bridget Jones's Baby,1,6.5,62247,$35000000,24.25,211.95,16 Sep 2016,9,78,59,"Renée Zellweger, Gemma Jones, Jim Broadbent, Sally Phillips",Working Title
tt1476425,movie,Turnabout,Turnabout,0,2016,\N,90,"Drama,Mystery,Thriller",Turnabout,1,5.3,1844,,,,N/A,N/A,nan,N/A,"George Katt, Waylon Payne, Peter Greene, Sayra Player",N/A
tt1477834,movie,Aquaman,Aquaman,0,2018,\N,143,"Action,Adventure,Fantasy",Aquaman,1,7.0,310063,$160000000,335.06,1148.16,21 Dec 2018,12,65,55,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson",Warner Bros. Pictures
tt1478839,movie,The Art of Racing in the Rain,The Art of Racing in the Rain,0,2019,\N,109,"Comedy,Drama,Romance",The Art of Racing in the Rain,1,7.5,7152,$20000000,26.4,33.77,09 Aug 2019,8,43,43,"Milo Ventimiglia, Amanda Seyfried, Kevin Costner, Kathy Baker",20th Century Fox
tt1480285,movie,Abattoir,Abattoir,0,2016,\N,98,"Horror,Mystery,Thriller",Abattoir,1,4.4,3483,$5000000,,0.66,09 Dec 2016,12,35,40,"Jessica Lowndes, Joe Anderson, Dayton Callie, Lin Shaye",Dark Web Productions
tt1485796,movie,The Greatest Showman,The Greatest Showman,0,2017,\N,105,"Biography,Drama,Musical",The Greatest Showman,1,7.6,208200,$84000000,174.34,434.99,20 Dec 2017,12,56,48,"Hugh Jackman, Michelle Williams, Zac Efron, Zendaya",20th Century Fox
tt1488606,movie,Triple Frontier,Triple Frontier,0,2019,\N,125,"Action,Adventure,Crime",Triple Frontier,1,6.5,84167,,,,13 Mar 2019,3,72,61,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund",N/A
tt1489887,movie,Booksmart,Booksmart,0,2019,\N,102,Comedy,Booksmart,1,7.3,44915,$6000000,22.68,24.62,24 May 2019,5,97,84,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis",United Artists
tt1489889,movie,Central Intelligence,Central Intelligence,0,2016,\N,107,"Action,Comedy,Crime",Central Intelligence,1,6.3,144537,$50000000,127.44,216.97,17 Jun 2016,6,71,52,"Dwayne Johnson, Kevin Hart, Amy Ryan, Danielle Nicolet",Warner Bros. Pictures
tt1490785,movie,I Saw the Light,I Saw the Light,0,2015,\N,123,"Biography,Drama,Music",I Saw the Light,1,5.7,5854,$13000000,1.65,1.77,01 Apr 2016,4,nan,47,"Tom Hiddleston, Elizabeth Olsen, Bradley Whitford, Cherry Jones",N/A
tt1502407,movie,Halloween,Halloween,0,2018,\N,106,"Horror,Thriller",Halloween,1,6.6,101700,$10000000,159.34,255.49,19 Oct 2018,10,nan,67,"Jamie Lee Curtis, Judy Greer, Andi Matichak, James Jude Courtney",The Weinstein Company
tt1502712,movie,Fantastic Four,Fantastic Four,0,2015,\N,100,"Action,Adventure,Drama",Fantastic Four,1,4.3,142694,$120000000,56.12,167.88,07 Aug 2015,8,9,27,"Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell",20th Century Fox
tt1507571,movie,The Tribes of Palos Verdes,The Tribes of Palos Verdes,0,2017,\N,104,Drama,The Tribes of Palos Verdes,1,5.8,1829,,0.01,0.01,01 Dec 2017,12,64,49,"Maika Monroe, Cody Fern, Jennifer Garner, Justin Kirk",IFC Films
tt1517451,movie,A Star Is Born,A Star Is Born,0,2018,\N,136,"Drama,Music,Romance",A Star Is Born,1,7.7,283198,$36000000,215.29,434.89,05 Oct 2018,10,90,88,"Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay",Warner Bros. Pictures
tt1519461,movie,Area 51,Area 51,0,2015,\N,91,"Horror,Mystery,Sci-Fi",Area 51,1,4.2,11843,$5000000,0.01,0.01,15 May 2015,5,14,30,"Reid Warner, Darrin Bragg, Ben Rovner, Jelena Nik",Paramount/Momentum Films
tt1524575,movie,The Vatican Tapes,The Vatican Tapes,0,2015,\N,91,"Horror,Thriller",The Vatican Tapes,1,5.0,15188,$8000000,1.78,13.02,22 Jul 2015,7,20,38,"Olivia Taylor Dudley, John Patrick Amedori, Dougray Scott, Michael Peña",Pantelion Films
tt1524930,movie,Vacation,Vacation,0,2015,\N,99,"Adventure,Comedy",Vacation,1,6.1,89657,$31000000,58.88,104.88,29 Jul 2015,7,27,34,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",Warner Bros. Pictures
tt1528100,movie,Exodus: Gods and Kings,Exodus: Gods and Kings,0,2014,\N,150,"Action,Drama,Fantasy",Exodus: Gods and Kings,1,6.0,152987,$140000000,65.01,268.18,12 Dec 2014,12,30,52,"Christian Bale, Joel Edgerton, John Turturro, Aaron Paul",20th Century Fox
tt1528854,movie,Daddy's Home,Daddy's Home,0,2015,\N,96,"Comedy,Family",Daddy's Home,1,6.2,100053,$50000000,150.36,242.79,25 Dec 2015,12,31,42,"Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",Paramount Pictures
tt1540011,movie,Blair Witch,Blair Witch,0,2016,\N,89,"Horror,Mystery,Thriller",Blair Witch,1,5.0,38263,$5000000,20.78,45.17,16 Sep 2016,9,37,47,"James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott",Vertigo Entertainment
tt1542768,movie,True Memoirs of an International Assassin,True Memoirs of an International Assassin,0,2016,\N,98,"Action,Comedy,Crime",True Memoirs of an International Assassin,1,5.9,17952,$40000000,,,11 Nov 2016,11,0,37,"Kevin James, Kim Coates, Maurice Compte, Zulay Henao",Netflix
tt1544608,movie,Voice from the Stone,Voice from the Stone,0,2017,\N,94,"Drama,Mystery,Thriller",Voice from the Stone,1,5.2,9204,,,0.09,28 Apr 2017,4,36,42,"Emilia Clarke, Marton Csokas, Caterina Murino, Remo Girone",Momentum Pictures
tt1560220,movie,Zombieland: Double Tap,Zombieland: Double Tap,0,2019,\N,99,"Action,Comedy,Horror",Zombieland: Double Tap,1,7.2,26631,$42000000,66.64,101.94,18 Oct 2019,10,67,56,"Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin",Columbia Pictures
tt1563742,movie,Overboard,Overboard,0,2018,\N,112,"Comedy,Romance",Overboard,1,5.9,28563,$12000000,50.32,91.24,04 May 2018,5,24,42,"Eugenio Derbez, Anna Faris, Eva Longoria, John Hannah",Pantelion Films
tt1571234,movie,Mortal Engines,Mortal Engines,0,2018,\N,128,"Action,Adventure,Fantasy",Mortal Engines,1,6.1,84787,$100000000,15.95,83.67,14 Dec 2018,12,27,44,"Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae",Universal Pictures
